NPO,服務項目,服務對象,網站,電子郵件,聯絡電話,所在縣市,聯絡人
社團法人台北縣弱勢彩券協會,職業訓練、就業輔導、社會教育、推廣教育、權益倡導、輔導諮商、自殺防治、輔具服務、康樂休閒、資訊提供、關懷訪視,其他、原住民、身心障礙,,lottery5@ms68.hinet.net,22630270,新北市,理事長潘明欽
社團法人台南市亞杜蘭全人關懷協會,社會教育、推廣教育、經濟扶助、輔導諮商、自殺防治、安親課輔、親職教育、問安服務、資訊提供、關懷訪視、健康維護,家庭、青少年、兒童,,tim97@ms17.hinet.net,06-2515504,台南市,任治和
社團法人台南市以琳之家關懷協會,,,,elim2240@gmail.com,06-2149735,台南市,李秀蘭
社團法人台南市佑明視障協進會,生活層面之支持與重建、心理層面之支持、重建、諮商、教育輔導、休閒/體育及文化活動、就業服務,身心障礙,http://www.yowming.bexweb.tw/,yowming10@yahoo.com.tw,06-2976388,台南市,蘇宥楨
社團法人台南市佳里區漳洲社區發展協會,,,https://www.unitedway.org.tw/%E7%84%A1,ab121243@yahoo.com.tw,06-7237417分機0,台南市,蘇順政
社團法人台南市善牧全人關懷協會,生活層面之支持與重建、心理層面之支持、重建、諮商、教育輔導、性別及婚姻支持服務、照顧者支持與訓練,老人、婦女、青少年、兒童,,agogojen@yahoo.com.tw,06-2378503,台南市,任惠蓮
社團法人台南市好厝邊全人關懷協會,生活層面之支持與重建、心理層面之支持、重建、諮商、教育輔導,家庭、兒童,https://www.unitedway.org.tw/%E7%84%A1,family57940@yahoo.com.tw,06-5790123,台南市,盧頌慧
社團法人台南市婦女兒童安全保護協會,社會教育、推廣教育、輔導諮商、自殺防治、專業訓練、安親課輔、親職教育、資訊提供、法律諮詢、關懷訪視、其他,社區居民、組織專業、家庭、老人、婦女、兒童,http://tnwoch.womenweb.org.tw,tnwoch.lin@msa.hinet.net,06- 2934546,台南市,郭姝妮
社團法人台南市婦女會,社會教育、推廣教育、社區發展、權益倡導、輔導諮商、自殺防治、志願服務、親職教育、康樂休閒、法律諮詢、宣導防治,其他、疾病患者、遊民、社區居民、老人、婦女、兒童,http://www.tnctwa.com.tw,tnctwa@gmail.com,06-2217881,台南市,許筱郁
社團法人台南市康復之友協會,心理層面之支持、重建、諮商、教育輔導、到宅服務、志工培訓、管理、照顧者支持與訓練,身心障礙,http://www.nanscon.artcom.tw/ap/index.aspx,nanscon.org@msa.hinet.net,06-2678533分機11,台南市,陳碧瑤
社團法人台南市復健青年勵進會,,,http://www.sggo.org.tw,tainanyouth@yahoo.com.tw,06-7955700,台南市,郭原昱
社團法人台南市慈光身障協會,生活層面之支持與重建、心理層面之支持、重建、諮商、休閒/體育及文化活動、就業服務,身心障礙,http://www.tzukuang.org.tw/,ttk861123@yahoo.com.tw,06-3583799,台南市,王佳媛
社團法人台南市憂鬱症關懷協會,心理層面之支持、重建、諮商、就業服務、志工培訓、管理、諮詢服務和轉介、社會網絡與倡導,疾病患者、社區居民、家庭,http://www.changerblue.url.tw/,changer.blue@msa.hinet.net,06-2983000,台南市,吳咨呈
社團法人台南市教育及兒童青少年發展協會,心理層面之支持、重建、諮商、教育輔導、就業服務、其他,青少年、兒童,http://mi889168.wix.com/cecada-ed,cecada.ed2263339@gmail.com,06-2205589,台南市,葉慈惠
社團法人台南市新世代社會福利關懷協會,生活層面之支持與重建、心理層面之支持、重建、諮商、教育輔導、志工培訓、管理、其他,社區居民、家庭、老人、婦女、青少年、兒童、身心障礙,https://www.unitedway.org.tw/peggie0810%40gmail.com,peggie0810@gmail.com,06-2286752,,劉淑芳
社團法人台南市新希望家庭救助協會,心理層面之支持、重建、諮商、教育輔導、到宅服務、諮詢服務、其他,家庭、青少年、兒童,https://www.unitedway.org.tw/%E7%84%A1,w43210@ms16.hinet.net,06-2898630,台南市,吳天恩
社團法人台南市智障者福利家長協進會,日間照顧、到宅服務、就業準備及訓練、諮詢服務、社會宣導,身心障礙,http://sweety.lstar.com.tw,home89@ms25.hinet.net,-06-3562070,台南市,總幹事 田洺瑄
社團法人台南市火炬殘障勵進會,生活層面之支持與重建、心理層面之支持、重建、諮商、休閒/體育及文化活動、就業服務、職前準備及訓練,身心障礙,https://www.unitedway.org.tw/%E7%84%A1,Torch.torch@msa.hinet.net,06-2159925,台南市,宋亞&#23313;
社團法人台南市熱蘭遮失智症協會,專業訓練、志工培訓、管理、照顧者支持與訓練、諮詢服務和轉介、社會網絡與倡導,疾病患者、社區居民、組織專業、家庭、老人、身心障礙,http://www.zda.org.tw,zda2004a@yahoo.com.tw,06-2226016分機1,台南市,陳彬弘
社團法人台南市牧德關懷協會,心理層面之支持、重建、諮商、臨時托育服務-非身障者、教育輔導、性別及婚姻支持服務、諮詢服務和轉介,其他、社區居民、家庭、老人、婦女、青少年、兒童,,mood_4191@yahoo.com.tw,06-6989789,台南市,邱靜宜
社團法人台南市癲癇之友協會,生活層面之支持與重建、心理層面之支持、重建、諮商、休閒/體育及文化活動、諮詢服務和轉介、社會網絡與倡導,疾病患者,http://www.teatn.org.tw/,ept@teatn.org.tw,06-2350253,台南市,謝佩珊
社團法人台南市聲暉協進會,生活層面之支持與重建、心理層面之支持、重建、諮商、復康復健、就業服務、諮詢服務,身心障礙,http://www.voiced.org.tw,voiced@voiced.org.tw,06-2002524,台南市,施怡安
社團法人台南市聽障體育運動協會,專業訓練、休閒/體育及文化活動、就業服務、諮詢服務和轉介、社會網絡與倡導,家庭、身心障礙,https://www.unitedway.org.tw/%E7%84%A1,taatd20010916@hotmail.com,06-2221778,台南市,盧怡靜
社團法人台南市聾啞福利協進會,生活層面之支持與重建、就業服務、職前準備及訓練、社會網絡與倡導,身心障礙,,tdeaf96@yahoo.com.tw,06-2359395分機0,台南市,余育真
社團法人台南市脊髓損傷者協會,心理層面之支持、重建、諮商、復康復健、輔助科技及無障礙環境協助,身心障礙,http://www.tncsci.org.tw/,tncsci@seed.net.tw,06-2295607,台南市,馮泰琦
社團法人台南市脊髓損傷關懷協會,生活層面之支持與重建、心理層面之支持、重建、諮商、就業服務,其他、疾病患者、家庭、身心障礙,,sci.tainan@gmail.com,06-2427766,台南市,黃郁郡
社團法人台南市腦性麻痺之友協會,日間照顧、休閒/體育及文化活動、就業服務、志工培訓、管理、社會網絡與倡導,其他、身心障礙,http://www.tncpfriend.org.tw,cpfriend@ms59.hinet.net,06-2350254,台南市,顏正彥
社團法人台南市身心障礙者福利協進會,家屬或照顧者支持與訓練、輔助科技及無障礙環境協助、就業服務、諮詢服務、社會宣導,原住民、家庭、老人、青少年、兒童、身心障礙,http://tw.myblog.yahoo.com/a2890410,a2890410@yahoo.com.tw,06-2370603分機0,台南市,陳英
社團法人台南市酵母社會關懷協進會,,,http://www.shiamu.org.tw,yeastsw01@gmail.com,06-5741775,台南市,李昭燕
社團法人台南市陽光‧真愛青少年關懷協會,,,,sunnylove0719@gmail.com,06-5907990,台南市,黃怡心
社團法人台南縣佑明視障協進會,生活層面之支持與重建、就業服務、職前準備及訓練、諮詢服務和轉介,身心障礙,http://yowmingtnc.myweb.hinet.net,yowming.tnc@msa.hinet.net,06-2700041分機0,台南市,王靖文
社團法人台南縣心智障礙者關顧協進會承辦台南縣南區嬰幼兒發展中心,社會教育、推廣教育、經濟扶助、權益倡導、早期療育、志願服務、專業訓練、輔具服務、托育服務、親職教育、康樂休閒、資訊提供、關懷訪視、健康維護,兒童、身心障礙,http://home.kimo.com.tw/omu20077/,jonechwen@yahoo.com.tw,06-3307449,台南市,吳嘉純
社團法人台東縣原住民嘎屋啦瀚文教發展協會,,,http://tw.myblog.yahoo.com/amesing549968,ovin5311@gmail.com,08-9891586,台東縣,張國隆
社團法人台東縣原住民族全人發展關懷協會,生活層面之支持與重建、心理層面之支持、重建、諮商、社區營造/文化產業、志工培訓、管理,社區居民、原住民、家庭、老人、婦女、青少年、兒童、身心障礙,https://www.unitedway.org.tw/%E7%84%A1,sharom325@yahoo.com.tw,08-9349937,台東縣,宋玉美
社團法人台東縣失智者關懷協會,專業訓練、照顧者支持與訓練、社會網絡與倡導、其他,其他,https://www.unitedway.org.tw/dda885%40gmail.com,dda885@gmail.com,08-9380900,台東縣,洪琇瑩
社團法人台東縣生命線協會,心理層面之支持、重建、諮商、志工培訓、管理、諮詢服務和轉介、自殺防治,組織專業,https://www.unitedway.org.tw/http//tllpent.myweb.hinet.net,ll.t1995@msa.hinet.net,08-9340959,台東縣,陳季青
社團法人台東縣肢體障礙協會,職業訓練、就業輔導、社會教育、推廣教育、在宅服務、居家照顧、經濟扶助、權益倡導、志願服務、輔具服務、關懷訪視,身心障礙,https://www.unitedway.org.tw/%E7%84%A1,,-,台東市,賴萬成
社團法人台灣世界快樂聯盟,生活層面之支持與重建、心理層面之支持、重建、諮商、就業服務、職前準備及訓練、其他,其他、受刑人、社區居民、原住民、家庭、婦女、青少年、兒童,http://www.hiv.org.tw/hiv/,twhahiv20070825@gmail.com,08-7786950,屏東縣,施盈宜
社團法人台灣五府千歲慈善展望會,生活層面之支持與重建、心理層面之支持、重建、諮商、到宅服務、志工培訓、管理、諮詢服務和轉介,家庭、老人、青少年、兒童,https://www.unitedway.org.tw/%E7%84%A1,liuyenyu19@gmail.com,08-7756995,屏東縣,劉彥佑
社團法人台灣人權促進會,,,http://www.tahr.org.tw,tahr@see4d.net.tw,-,,吳佳珮
社團法人台灣仕馨服務協會,生活層面之支持與重建、心理層面之支持、重建、諮商、社區居住/照顧、志工培訓、管理、諮詢服務和轉介,社區居民、家庭、老人、兒童,,professionalism169@gmail.com,08-7785563分機27,屏東縣,鄭合君
社團法人台灣伴侶權益推動聯盟,,,http://tapcpr.wordpress.com,geigei1991@gmail.com,02-23583705,台北市,王之吟
社團法人台灣信徹蓮池功德會,,,http://www.hccs.org.tw/,f2204353@ms24.hinet.net,07-7172170,高雄市,康秀芳(釋一靜)
社團法人台灣優質生命協會,,,http://www.u-life.org.tw/,ivicky0326@hotmail.com,02-25418098,台北市,江明純
社團法人台灣兒童少年希望協會,生活層面之支持與重建、教育輔導、社區居住/照顧、休閒/體育及文化活動、志工培訓、管理,原住民、組織專業、家庭、兒童,http://www.twkids.org/,bbybbyy@hotmail.com,02-26791074,新北市,楊佳賢
社團法人台灣公益團體自律聯盟,其他,其他,http://www.twnpos.org.tw,twnpo.yiru@gmail.com,02-87890203分機11,台北市,洪怡如
社團法人台灣勞工權益關懷協會,,,,lcc3662373@yahoo.com.tw,07-3662373,高雄市,簡長榮
社團法人台灣同志諮詢熱線協會,心理層面之支持、重建、諮商、疾病或藥酒毒癮服務、性別及婚姻支持服務、諮詢服務和轉介、社會網絡與倡導,其他、家庭,http://www.hotline.org.tw/,clpeng@hotline.org.tw,02-23921969,台北市,彭治鏐
社團法人台灣國際勞工協會,日間照顧、生活層面之支持與重建、心理層面之支持、重建、諮商、就業服務,勞工、組織專業、婦女,http://www.tiwa.org.tw,emily09231008@gmail.com,02-25956858,台北市,陳秀蓮
社團法人台灣基地協會,,,http://www.gdi.org.tw/,gdi.lgbt@gmail.com,04-22266910分機9,台中市,劉信詮
社團法人台灣多重障礙兒童暨家長關懷協會,,,https://www.unitedway.org.tw/%E7%84%A1,mdca9908@gmail.com,02-22836033,新北市,劉淑玉
社團法人台灣失智症協會,專業訓練、心理層面之支持、重建、諮商、家屬或照顧者支持與訓練、諮詢服務、社會宣導,其他、疾病患者、社區居民、組織專業,http://www.tada2002.org.tw/Default.aspx,tada.tada@msa.hinet.net,02-25988580分機13,台北市,邱琬惠
社團法人台灣婦女展業協會,生活層面之支持與重建、心理層面之支持、重建、諮商、教育輔導、諮詢服務和轉介、其他,社區居民、組織專業、家庭、婦女、兒童,http://www.twdc.org.tw,btwomen@gmail.com,02-26206117分機10,新北市,高淑玲
社團法人台灣安心家庭關懷協會,心理層面之支持、重建、諮商、教育輔導、諮詢服務和轉介、其他,家庭、老人、婦女、青少年、兒童,http://blog.yam.com/carefamily,a0912758759@hotmail.com,08-9346732分機13,台東縣,陳佳琪
社團法人台灣寶島行善義工團,生活層面之支持與重建、到宅服務、社區居住/照顧,家庭,http://www.formosa-charity.org.tw/,yoyo620606@yahoo.com.tw,02-22210831,桃園縣,呂廷羽
社團法人台灣少年權益與福利促進聯盟,就業準備及訓練、就業服務、諮詢服務、社會宣導、其他,其他、組織專業、青少年,http://www.youthrights.org.tw,slingliu2@gmail.com,02-23695195分機10,台北市,葉大華
社團法人台灣居家服務策略聯盟,,,http://www.thsa.org.tw,service@thsa.org.tw,02-82528508,新北市,蔡欣潔
社團法人台灣弱勢病患權益促進會,專業訓練、諮詢服務和轉介、社會網絡與倡導,疾病患者、組織專業、身心障礙,http://www.todp.org.tw,ps04@tfrd.org.tw,02-25604501分機0,台北市,黃欣玲
社團法人台灣彩虹原住民關懷協會,生活層面之支持與重建、心理層面之支持、重建、諮商、教育輔導,其他、原住民、家庭、青少年、兒童,,pepay.yukan@msa.hinet.net,03-5953961,新竹縣,北拜‧優淦
